measured_mttr_ms
2.196099999451917029e-02
1.900399999499313708e-02
3.067499999787060005e-02
1.830499999755375029e-02
1.796400000131370689e-02
1.778699999732680226e-02
1.753400000126248415e-02
1.771899999880588439e-02
1.736400000140747579e-02
1.730800000387944237e-02
1.755400000291729157e-02
1.791300000064666165e-02
1.882599999447620576e-02
1.849899999939452755e-02
1.794799999998986095e-02
1.773900000046069181e-02
1.887899999530873174e-02
1.784700000229122452e-02
1.785699999601320087e-02
1.818100000150479900e-02
1.799099999999498323e-02
1.833200000334045399e-02
1.773299999996424958e-02
1.710599999427131479e-02
1.819199999886222940e-02
1.829700000399725468e-02
1.814900000596253449e-02
1.753899999812347232e-02
1.883400000224355608e-02
1.767100000193977394e-02
1.910099999946623939e-02
1.783000000443735189e-02
1.758100000159856791e-02
1.768900000342910062e-02
1.723999999825309715e-02
1.789899999948829645e-02
1.745299999811322778e-02
1.777099999600295632e-02
1.804300000429748252e-02
1.788099999799896977e-02
1.817900000133931826e-02
2.058999999832167305e-02
1.842000000351617928e-02
1.752699999713058787e-02
1.772899999963328810e-02
1.748700000092640039e-02
1.901599999598602153e-02
1.751700000340861152e-02
2.369199999918691901e-02
1.929899999453255077e-02
2.553599999544076127e-02
7.781800000117300442e-02
2.685900000187757541e-02
1.136859999988359959e-01
1.802399999917270179e-02
1.822100000481441384e-02
1.771800000227585770e-02
1.803300000347007881e-02
6.511400000164258017e-02
1.770499999764751919e-02
1.739999999728070179e-02
3.091600000004746107e-02
8.010500000210640792e-02
1.793100000213598832e-02
1.786199999997961640e-02
1.827199999837603173e-02
2.774899999735680467e-02
1.738199999579137511e-02
1.770499999764751919e-02
1.777599999996937186e-02
1.804200000066202847e-02
2.692399999659755849e-02
1.828100000267340874e-02
1.785599999948317418e-02
1.765500000061592800e-02
2.623199999618464062e-02
1.780299999865064819e-02
1.745899999860967000e-02
1.797100000544560316e-02
1.676300000497121800e-02
1.758599999845955608e-02
1.801700000214623287e-02
1.730500000007850758e-02
1.748700000092640039e-02
4.719300000033399556e-02
1.703199999525395469e-02
1.782100000013997487e-02
1.881300000405872197e-02
1.788400000179990457e-02
2.429999999975507308e-02
1.748300000059543891e-02
2.200600000179520066e-02
1.821699999737802500e-02
1.752000000010411895e-02
1.730199999627757279e-02
1.897299999598089926e-02
2.478599999733432924e-02
1.864600000089922105e-02
1.796000000098274541e-02
5.297400000614516102e-02
1.769099999648915400e-02
1.933299999734572339e-02
1.828900000333533171e-02
1.771800000227585770e-02
1.877400000438456118e-02
1.774200000426162660e-02
1.797200000197562986e-02
1.813200000100323450e-02
1.833400000350593473e-02
1.784299999485483568e-02
1.939700000264110713e-02
1.786800000047605863e-02
1.807499999983974703e-02
1.768699999615819252e-02
1.904999999879919415e-02
1.797899999900209878e-02
1.791100000048118090e-02
1.753800000159344563e-02
1.801700000214623287e-02
1.898200000027827627e-02
1.750200000572021963e-02
1.768999999995912731e-02
1.814599999505617234e-02
1.793399999883149576e-02
1.743800000042483589e-02
1.799300000016046397e-02
1.811300000298388113e-02
1.772899999963328810e-02
1.709400000038385770e-02
1.730799999677401502e-02
1.769500000392554284e-02
1.832599999573858440e-02
1.765399999698047395e-02
1.739800000422064841e-02
1.887900000241415910e-02
1.809800000529548925e-02
1.735899999744106026e-02
1.778700000443222962e-02
1.765100000028496652e-02
1.769700000409102358e-02
