seed,experiment,variant,device,fault,backend,queue_depth,num_devices,t_submit,t_policy_start,t_policy_end,t_execute,t_commit,outcome,reason,ground_truth_unsafe,policy_ms,e2e_ms,sim_e2e_ms,sim_mttr_ms,rollback_success
1,adversarial,default,0,multi_vector,inline,48,200,869.025323254,869.02533078,869.025338968,,,REJECT,G1,,0.008188000037989696,,0.13065763566552008,,
1,adversarial,default,1,,inline,31,200,869.02534924,869.025354557,869.025366311,869.025366962,869.025428464,ADMITTED,,False,0.011753999956454209,0.07922400004645169,5.078714122736218,1.28,1
1,adversarial,default,2,,inline,13,200,869.025440347,869.025441881,869.025445301,869.025445537,869.02545548,ADMITTED,,False,0.00341999998454412,0.015133000033529243,5.1016029486603705,1.28,1
1,adversarial,default,3,,inline,24,200,869.02546283,869.025463835,869.02546609,869.025466283,869.025473524,ADMITTED,,False,0.002255000026707421,0.01069399991138198,5.339600628224759,1.28,1
1,adversarial,default,4,,inline,44,200,869.025479042,869.025479917,869.025481763,869.025481935,869.025500141,ADMITTED,,False,0.0018460000319464598,0.02109899992319697,4.656976756573997,1.28,1
1,adversarial,default,5,,inline,37,200,869.02550737,869.025508462,869.025516824,869.025517159,869.025525874,ADMITTED,,False,0.008362000016859383,0.018503999967833806,5.933686550867358,1.28,1
1,adversarial,default,6,unsafe_setpoint,inline,41,200,869.025532382,869.025533244,869.025534441,,,REJECT,G1,,0.0011969999604843906,,0.12366663558801476,,
1,adversarial,default,7,boundary_setpoint,inline,43,200,869.025548745,869.02555085,869.025552532,,,REJECT,G1,,0.001682000061009603,,0.12415163568853997,,
1,adversarial,default,8,,inline,46,200,869.025558437,869.025558963,869.025561044,869.025561214,869.025570451,ADMITTED,,False,0.0020810000478377333,0.012014000049020979,5.179809464400165,1.28,1
1,adversarial,default,9,,inline,31,200,869.025576516,869.025577166,869.025579103,869.025579329,869.025585431,ADMITTED,,False,0.0019370000927665387,0.00891499996669154,4.590575536235442,1.28,1
1,adversarial,default,10,,inline,14,200,869.025590906,869.025591501,869.025593353,869.02559349,869.025599407,ADMITTED,,False,0.0018519999684940558,0.008500999911120743,6.028810546178412,1.28,1
1,adversarial,default,11,,inline,26,200,869.025604316,869.02560482,869.025606527,869.025606767,869.025613215,ADMITTED,,False,0.001707000023998262,0.008899000022211112,5.968553760591304,1.28,1
1,adversarial,default,12,stealthy_unsafe,inline,46,200,869.025619117,869.025619956,869.025620983,,,REJECT,G1,,0.0010269999393131002,,0.12349663556684347,,
1,adversarial,default,13,queue_flood,inline,150,200,869.025626065,869.025626795,869.025628679,,,THROTTLE,G3,,0.0018839999711417477,,0.12435363559867212,,
1,adversarial,default,14,,inline,27,200,869.025632682,869.025633333,869.02563501,869.025635189,869.025641807,ADMITTED,,False,0.0016770000001997687,0.009125000019594154,5.784218022176384,1.28,1
1,adversarial,default,15,,inline,19,200,869.02564704,869.025647812,869.025649623,869.025649769,869.025654964,ADMITTED,,False,0.00181100006102497,0.007923999987724528,5.299441847975674,1.28,1
1,adversarial,default,16,,inline,32,200,869.025659665,869.025660313,869.025662075,869.025662221,869.025667174,ADMITTED,,False,0.001762000010785414,0.007508999942729133,5.302236151603419,1.28,1
1,adversarial,default,17,corrupted_meta,inline,47,200,869.025673042,869.025673792,869.025675573,,,REJECT,G2,,0.001780999923539639,,0.12425063555107001,,
1,adversarial,default,18,,inline,11,200,869.025679861,869.025680547,869.025682306,869.025682466,869.025688282,ADMITTED,,False,0.001759000042511616,0.00842100007503177,5.221826158446349,1.28,1
1,adversarial,default,19,,inline,43,200,869.02569342,869.025694015,869.025695787,869.025695967,869.025708898,ADMITTED,,False,0.001772000018718245,0.015477999909307982,4.297176815102746,1.28,1
1,adversarial,default,20,,inline,6,200,869.025715116,869.025716007,869.025718109,869.025718314,869.025724309,ADMITTED,,False,0.002101999939441157,0.009192999982587935,5.166448470793262,1.28,1
1,adversarial,default,21,,inline,31,200,869.025729092,869.025729716,869.025731327,869.025731488,869.025736528,ADMITTED,,False,0.0016110000160551863,0.007436000032612355,5.062720917849634,1.28,1
1,adversarial,default,22,,inline,39,200,869.02574176,869.025742291,869.025743947,869.025744094,869.02574985,ADMITTED,,False,0.0016559999949095072,0.008090000051197421,5.280477446220809,1.28,1
1,adversarial,default,23,,inline,10,200,869.025754677,869.025755257,869.025756855,869.025757029,869.025762014,ADMITTED,,False,0.0015980000398485572,0.007336999942708644,4.577942327721124,1.28,1
1,adversarial,default,24,corrupted_meta,inline,34,200,869.025767719,869.025768373,869.025769836,,,REJECT,G2,,0.0014629999895987567,,0.12393263561712912,,
1,adversarial,default,25,,inline,32,200,869.025773905,869.025774385,869.025776084,869.025776244,869.025781126,ADMITTED,,False,0.0016989999949146295,0.007220999918899906,6.029103412158984,1.28,1
1,adversarial,default,26,,inline,29,200,869.025786005,869.02578657,869.025788281,869.02578853,869.02579407,ADMITTED,,False,0.0017109999816966592,0.008064999974521925,5.442610262848876,1.28,1
1,adversarial,default,27,,inline,46,200,869.025798774,869.025799373,869.025801216,869.025801395,869.025806023,ADMITTED,,False,0.001842999949985824,0.007248999963849201,4.891691901357596,1.28,1
1,adversarial,default,28,,inline,47,200,869.02581081,869.025811342,869.025813126,869.025813307,869.025818004,ADMITTED,,False,0.0017840000055002747,0.007193999977062049,5.742533437377991,1.28,1
1,adversarial,default,29,,inline,35,200,869.025822486,869.025823,869.025824551,869.025824739,869.025829556,ADMITTED,,False,0.0015510000821450376,0.007069999924169679,4.976201995085976,1.28,1
1,adversarial,default,30,multi_vector,inline,23,200,869.02583427,869.025834894,869.025835974,,,REJECT,G1,,0.0010799999472510535,,0.12354963557478142,,
1,adversarial,default,31,,inline,32,200,869.025839842,869.025840457,869.025842235,869.025842382,869.025846919,ADMITTED,,False,0.0017780000689526787,0.007076999963828712,5.094097860151952,1.28,1
1,adversarial,default,32,,inline,22,200,869.025851712,869.025852395,869.025854067,869.025854238,869.025858989,ADMITTED,,False,0.0016719999393899343,0.007277000008798495,5.201099227042609,1.28,1
1,adversarial,default,33,,inline,39,200,869.025863796,869.025864428,869.025866086,869.025866216,869.025870802,ADMITTED,,False,0.001657999973758706,0.007006000032561133,5.040421235800738,1.28,1
1,adversarial,default,34,corrupted_meta,inline,40,200,869.025875168,869.025875646,869.025876885,,,REJECT,G2,,0.0012389999710649136,,0.12370863559859528,,
1,adversarial,default,35,,inline,11,200,869.02588054,869.025881097,869.025882622,869.02588276,869.025887287,ADMITTED,,False,0.0015250000160449417,0.0067470000431058,5.720872516798428,1.28,1
1,adversarial,default,36,,inline,16,200,869.025891635,869.025892211,869.025893759,869.025893899,869.02589832,ADMITTED,,False,0.0015480000001844019,0.006685000016659615,5.807507300175907,1.28,1
1,adversarial,default,37,,inline,5,200,869.025902361,869.025902846,869.025904395,869.025904538,869.025908565,ADMITTED,,False,0.0015489999896090012,0.006203999987519637,5.030016210163477,1.28,1
1,adversarial,default,38,,inline,17,200,869.025912933,869.025913574,869.025915233,869.025915412,869.025920022,ADMITTED,,False,0.0016589999631833052,0.007089000064297579,4.661412102488449,1.28,1
1,adversarial,default,39,,inline,11,200,869.025924346,869.025924862,869.025926435,869.02592658,869.02593081,ADMITTED,,False,0.0015729999631730607,0.0064639999663995695,4.704611278050742,1.28,1
1,adversarial,default,40,queue_flood,inline,150,200,869.025934988,869.025935588,869.02593711,,,THROTTLE,G3,,0.001521999934084306,,0.12399163556161467,,
